src,dst,product
HD SMITH WHOLESALE DRUG CO,SUNRISE PHARMACY #1679 (NY),
VALUEDRUGCO,MAIN STREET PHARMACY #7581 (LA),
BURLINGTON DRUG COMPANY INC,PEOPLES PHARMACY #3759 (TN),
KINRAY LLC,VILLAGE PHARMACY #2822 (WV),
MORRIS & DICKSON CO LLC,CVS PHARMACY #2504 (VA),
DAKOTA DRUG INC,MEDICO PHARMACY #1621 (MI),
BELLCO DRUG CORP,QUALITY CARE PHARMACY #3338 (WV),
MCKESSON CORPORATION,COMMUNITY PHARMACY #7725 (ME),
PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #9561 (PA),
AMERISOURCEBERGEN DRUG CORP,HOMETOWN PHARMACY #8152 (WV),
HIKMA PHARMACEUTICALS,NATIONAL WHOLESALE DRUG CO INC,
NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #7706 (AK),
BURLINGTON DRUG COMPANY INC,CVS PHARMACY #7782 (NM),
PENN PHARMACEUTICAL SERVICES INC,WALGREENS #1233 (SC),
DIRECT RX,PEOPLES PHARMACY #7605 (AZ),
DAKOTA DRUG INC,PUBLIX PHARMACY #1697 (MI),
DAKOTA DRUG INC,WALGREENS #7469 (WV),
MIAMI-LUKEN INC,KROGER PHARMACY #9640 (HI),
VALUEDRUGCO,HARRIS TEETER PHARMACY #1338 (NH),
DAKOTA DRUG INC,CORNER DRUG STORE #1473 (PA),
PRESCRIPTION SUPPLY INC,WALGREENS #9211 (LA),
HD SMITH WHOLESALE DRUG CO,WINN-DIXIE PHARMACY #2866 (PA),
PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #9862 (LA),
KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #2731 (OH),
ANDA INC,PEOPLES PHARMACY #1274 (IL),
PRESCRIPTION SUPPLY INC,CVS PHARMACY #2408 (IN),
NATIONAL WHOLESALE DRUG CO INC,HOMETOWN PHARMACY #4421 (IL),
HENRY SCHEIN INC,MEDICO PHARMACY #3984 (MA),
PRESCRIPTION SUPPLY INC,MEDICO PHARMACY #7968 (WY),
DIRECT RX,CORNER DRUG STORE #2236 (KY),
VALUEDRUGCO,WALGREENS #5846 (PA),
BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #1191 (GA),
KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #8378 (VA),
BELLCO DRUG CORP,KROGER PHARMACY #7855 (MI),
PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #4303 (KS),
NATIONAL WHOLESALE DRUG CO INC,HARRIS TEETER PHARMACY #6596 (GA),
CARDINAL HEALTH INC,QUALITY CARE PHARMACY #9423 (NM),
MORRIS & DICKSON CO LLC,MEDICO PHARMACY #5913 (MO),
DAKOTA DRUG INC,CVS PHARMACY #2485 (OH),
KEYSOURCE MEDICAL INC,PEOPLES PHARMACY #6007 (WV),
VALUEDRUGCO,RITE AID #1322 (NH),
DAKOTA DRUG INC,QUALITY CARE PHARMACY #6294 (VA),
MIAMI-LUKEN INC,COMMUNITY PHARMACY #9334 (IN),
SMITH DRUG COMPANY,QUALITY CARE PHARMACY #4531 (MD),
CARDINAL HEALTH INC,WALMART PHARMACY #5853 (IL),
DIRECT RX,FAMILY CARE PHARMACY #1847 (OH),
AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #2552 (RI),
DIRECT RX,HOMETOWN PHARMACY #7488 (TN),
GULF COAST MEDICAL SUPPLY,FAMILY CARE PHARMACY #6923 (IL),
PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #5854 (NH),
AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #7481 (NV),
HENRY SCHEIN INC,QUALITY CARE PHARMACY #4665 (OH),
KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #3132 (HI),
DAKOTA DRUG INC,KROGER PHARMACY #9652 (OH),
KINRAY LLC,HEALTH MART PHARMACY #5897 (AL),
BELLCO DRUG CORP,CVS PHARMACY #3117 (AZ),
BURLINGTON DRUG COMPANY INC,PUBLIX PHARMACY #2932 (KS),
PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #9550 (WV),
DAKOTA DRUG INC,MAIN STREET PHARMACY #7377 (IA),
PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #8598 (NE),
AMERISOURCEBERGEN DRUG CORP,RITE AID #9322 (LA),
VALUEDRUGCO,HOMETOWN PHARMACY #7488 (TN),
NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #9332 (IL),
AMERISOURCEBERGEN DRUG CORP,WALMART PHARMACY #2428 (AK),
ANDA INC,MEDICO PHARMACY #1111 (SC),
PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #2083 (MI),
BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #5593 (KY),
DIRECT RX,PEOPLES PHARMACY #6853 (ND),
DIRECT RX,PUBLIX PHARMACY #2769 (WV),
MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #2766 (WV),
KINRAY LLC,PEOPLES PHARMACY #4809 (WV),
VALUEDRUGCO,PEOPLES PHARMACY #6489 (NJ),
DAKOTA DRUG INC,COMMUNITY PHARMACY #8260 (MI),
HD SMITH WHOLESALE DRUG CO,RITE AID #9320 (LA),
DAKOTA DRUG INC,RITE AID #9322 (LA),
PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #2766 (WV),
ANDA INC,RITE AID #1051 (HI),
KINRAY LLC,QUALITY CARE PHARMACY #2379 (SD),
PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #3759 (TN),
MCKESSON CORPORATION,PEOPLES PHARMACY #9504 (KY),
PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #6232 (MI),
KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #5716 (LA),
BELLCO DRUG CORP,WALMART PHARMACY #9312 (PA),
KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #9226 (CT),
DAKOTA DRUG INC,SUNRISE PHARMACY #1038 (NJ),
KINRAY LLC,CORNER DRUG STORE #2273 (LA),
MIAMI-LUKEN INC,PEOPLES PHARMACY #5942 (WI),
VALUEDRUGCO,KROGER PHARMACY #6580 (OH),
ANDA INC,VILLAGE PHARMACY #7951 (SC),
KINRAY LLC,WALMART PHARMACY #7726 (SD),
MCKESSON CORPORATION,PUBLIX PHARMACY #2014 (PA),
CARDINAL HEALTH INC,SUNRISE PHARMACY #6637 (LA),
GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #7685 (TN),
PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #6990 (OH),
MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #8389 (RI),
GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #9833 (MI),
KINRAY LLC,WALGREENS #4309 (VT),
BURLINGTON DRUG COMPANY INC,WALGREENS #6172 (CT),
GULF COAST MEDICAL SUPPLY,FAMILY CARE PHARMACY #5370 (RI),
DAKOTA DRUG INC,COMMUNITY PHARMACY #8220 (VA),
BELLCO DRUG CORP,KROGER PHARMACY #6315 (AL),
DAKOTA DRUG INC,WINN-DIXIE PHARMACY #1254 (WY),
VALUEDRUGCO,HEALTH MART PHARMACY #5534 (VT),
MCKESSON CORPORATION,MAIN STREET PHARMACY #7080 (MN),
PRESCRIPTION SUPPLY INC,GOOD NEIGHBOR PHARMACY #6272 (NC),
BURLINGTON DRUG COMPANY INC,FAMILY CARE PHARMACY #5152 (MI),
GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #9720 (VA),
CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #3576 (NM),
BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #6387 (NC),
HENRY SCHEIN INC,COMMUNITY PHARMACY #1716 (UT),
DIRECT RX,HARRIS TEETER PHARMACY #8060 (MI),
CARDINAL HEALTH INC,HEALTH MART PHARMACY #4238 (WY),
HENRY SCHEIN INC,HEALTH MART PHARMACY #7087 (VA),
DIRECT RX,GOOD NEIGHBOR PHARMACY #9168 (WA),
MCKESSON CORPORATION,WALMART PHARMACY #4084 (VA),
GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #7855 (MI),
PRESCRIPTION SUPPLY INC,PUBLIX PHARMACY #2234 (VA),
HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #9112 (RI),
KINRAY LLC,WINN-DIXIE PHARMACY #5663 (MD),
ANDA INC,PEOPLES PHARMACY #4969 (CA),
MORRIS & DICKSON CO LLC,HEALTH MART PHARMACY #4338 (LA),
GULF COAST MEDICAL SUPPLY,SUNRISE PHARMACY #7390 (IN),
MCKESSON CORPORATION,HARRIS TEETER PHARMACY #8462 (AZ),
CARDINAL HEALTH INC,WALGREENS #1373 (PA),
KEYSOURCE MEDICAL INC,KROGER PHARMACY #7855 (MI),
BURLINGTON DRUG COMPANY INC,WALGREENS #8132 (IL),
VALUEDRUGCO,GOOD NEIGHBOR PHARMACY #9997 (IA),
MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #5077 (VA),
PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #5351 (TX),
VALUEDRUGCO,FAMILY CARE PHARMACY #5152 (MI),
ANDA INC,FAMILY CARE PHARMACY #7018 (MT),
GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #2900 (MI),
CARDINAL HEALTH INC,VILLAGE PHARMACY #2199 (KS),
MIAMI-LUKEN INC,HOMETOWN PHARMACY #1915 (DE),
NATIONAL WHOLESALE DRUG CO INC,KROGER PHARMACY #5686 (VA),
GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #1893 (NH),
MIAMI-LUKEN INC,MAIN STREET PHARMACY #3121 (MN),
BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #8418 (IA),
DIRECT RX,HEALTH MART PHARMACY #4870 (AR),
PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #3996 (HI),
MIAMI-LUKEN INC,MAIN STREET PHARMACY #9550 (WV),
MORRIS & DICKSON CO LLC,RITE AID #4372 (LA),
MCKESSON CORPORATION,HARRIS TEETER PHARMACY #7234 (WV),
BELLCO DRUG CORP,MAIN STREET PHARMACY #9957 (MN),
PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #9442 (VA),
BURLINGTON DRUG COMPANY INC,PUBLIX PHARMACY #9278 (VA),
MORRIS & DICKSON CO LLC,CVS PHARMACY #5105 (TN),
MCKESSON CORPORATION,WINN-DIXIE PHARMACY #6027 (IN),
VALUEDRUGCO,SUNRISE PHARMACY #2882 (KY),
DIRECT RX,CORNER DRUG STORE #9828 (AR),
KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #5952 (MI),
GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #7994 (IN),
DIRECT RX,GOOD NEIGHBOR PHARMACY #5650 (PA),
AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #1893 (LA),
MORRIS & DICKSON CO LLC,HEALTH MART PHARMACY #5178 (NV),
BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #5686 (VA),
PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #1509 (MO),
GULF COAST MEDICAL SUPPLY,WALMART PHARMACY #8109 (AK),
NATIONAL WHOLESALE DRUG CO INC,CORNER DRUG STORE #8237 (VA),
BELLCO DRUG CORP,MAIN STREET PHARMACY #4193 (KS),
NATIONAL WHOLESALE DRUG CO INC,GOOD NEIGHBOR PHARMACY #2153 (ND),
GULF COAST MEDICAL SUPPLY,HARRIS TEETER PHARMACY #7528 (IN),
KEYSOURCE MEDICAL INC,KROGER PHARMACY #6580 (OH),
HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #3856 (AL),
HENRY SCHEIN INC,HEALTH MART PHARMACY #4598 (NV),
KINRAY LLC,HARRIS TEETER PHARMACY #4867 (AZ),
BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #8540 (DE),
BURLINGTON DRUG COMPANY INC,RITE AID #9322 (LA),
KEYSOURCE MEDICAL INC,WALMART PHARMACY #1339 (NC),
DIRECT RX,SUNRISE PHARMACY #8606 (MN),
PENN PHARMACEUTICAL SERVICES INC,RITE AID #1322 (NH),
BELLCO DRUG CORP,RITE AID #6549 (IN),
NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #4846 (MN),
MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #4052 (OH),
GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #8138 (MD),
MIAMI-LUKEN INC,FAMILY CARE PHARMACY #6977 (NC),
GULF COAST MEDICAL SUPPLY,WALGREENS #8617 (GA),
KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #1323 (ND),
BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #9557 (OH),
HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #6129 (NC),
AMERISOURCEBERGEN DRUG CORP,SUNRISE PHARMACY #6582 (GA),
BELLCO DRUG CORP,WINN-DIXIE PHARMACY #5077 (VA),
AMERISOURCEBERGEN DRUG CORP,PUBLIX PHARMACY #1221 (MI),
BELLCO DRUG CORP,COMMUNITY PHARMACY #7046 (MI),
MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #2399 (ID),
HD SMITH WHOLESALE DRUG CO,CVS PHARMACY #6803 (KY),
PRESCRIPTION SUPPLY INC,KROGER PHARMACY #2068 (MN),
VALUEDRUGCO,PEOPLES PHARMACY #8932 (PA),
KEYSOURCE MEDICAL INC,KROGER PHARMACY #2636 (VA),
DIRECT RX,WALMART PHARMACY #1339 (NC),
GULF COAST MEDICAL SUPPLY,WALGREENS #4642 (PA),
AMERISOURCEBERGEN DRUG CORP,PUBLIX PHARMACY #2769 (WV),
SMITH DRUG COMPANY,GOOD NEIGHBOR PHARMACY #9442 (VA),
HENRY SCHEIN INC,QUALITY CARE PHARMACY #6874 (MI),
MCKESSON CORPORATION,SUNRISE PHARMACY #7649 (PA),
PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #6200 (PA),
AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #9946 (MO),
ANDA INC,HEALTH MART PHARMACY #4784 (TX),
BELLCO DRUG CORP,VILLAGE PHARMACY #2001 (NY),
DAKOTA DRUG INC,HARRIS TEETER PHARMACY #9396 (VA),
MIAMI-LUKEN INC,MEDICO PHARMACY #9378 (TN),
GULF COAST MEDICAL SUPPLY,PEOPLES PHARMACY #4809 (WV),
GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #1568 (VT),
KINRAY LLC,SUNRISE PHARMACY #7243 (WV),
HD SMITH WHOLESALE DRUG CO,RITE AID #2593 (ID),
GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #6996 (NM),
VALUEDRUGCO,PEOPLES PHARMACY #3668 (MI),
SMITH DRUG COMPANY,MEDICO PHARMACY #5873 (MI),
DAKOTA DRUG INC,QUALITY CARE PHARMACY #5230 (NM),
KINRAY LLC,RITE AID #6336 (NE),
MIAMI-LUKEN INC,QUALITY CARE PHARMACY #9242 (KY),
PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #6513 (WV),
VALUEDRUGCO,WALMART PHARMACY #6240 (NC),
NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #2769 (WV),
BURLINGTON DRUG COMPANY INC,RITE AID #1322 (NH),
DIRECT RX,HEALTH MART PHARMACY #7969 (NV),
BELLCO DRUG CORP,MEDICO PHARMACY #6633 (ID),
DAKOTA DRUG INC,KROGER PHARMACY #8012 (VA),
SMITH DRUG COMPANY,PUBLIX PHARMACY #6343 (IN),
DAKOTA DRUG INC,CVS PHARMACY #6755 (TN),
CARDINAL HEALTH INC,HARRIS TEETER PHARMACY #1284 (MN),
HD SMITH WHOLESALE DRUG CO,WINN-DIXIE PHARMACY #4027 (MA),
AMERISOURCEBERGEN DRUG CORP,RITE AID #8167 (LA),
BELLCO DRUG CORP,CVS PHARMACY #8170 (MT),
GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #9307 (VA),
MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #7171 (MA),
KINRAY LLC,SUNRISE PHARMACY #8999 (NC),
MCKESSON CORPORATION,CORNER DRUG STORE #3385 (IN),
CARDINAL HEALTH INC,HOMETOWN PHARMACY #8516 (LA),
BURLINGTON DRUG COMPANY INC,WALGREENS #4408 (TN),
MIAMI-LUKEN INC,CVS PHARMACY #6085 (IN),
KEYSOURCE MEDICAL INC,GOOD NEIGHBOR PHARMACY #5339 (PA),
AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #2399 (ID),
CARDINAL HEALTH INC,MEDICO PHARMACY #5873 (MI),
HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #1306 (NJ),
PENN PHARMACEUTICAL SERVICES INC,FAMILY CARE PHARMACY #9932 (MI),
AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #8342 (MI),
MIAMI-LUKEN INC,CVS PHARMACY #4109 (IN),
KEYSOURCE MEDICAL INC,WALGREENS #4534 (NM),
DIRECT RX,PUBLIX PHARMACY #8639 (OH),
AMERISOURCEBERGEN DRUG CORP,GOOD NEIGHBOR PHARMACY #5677 (LA),
KINRAY LLC,CVS PHARMACY #1671 (OH),
CARDINAL HEALTH INC,WALGREENS #4909 (KS),
KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #3643 (MI),
KEYSOURCE MEDICAL INC,RITE AID #5178 (ND),
SMITH DRUG COMPANY,RITE AID #3609 (ID),
DIRECT RX,CORNER DRUG STORE #1668 (CO),
MIAMI-LUKEN INC,HOMETOWN PHARMACY #8463 (NY),
HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #8538 (LA),
GULF COAST MEDICAL SUPPLY,FAMILY CARE PHARMACY #1327 (ND),
BURLINGTON DRUG COMPANY INC,RITE AID #9460 (WA),
GULF COAST MEDICAL SUPPLY,CVS PHARMACY #9326 (KY),
KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #1096 (WV),
VALUEDRUGCO,CVS PHARMACY #4075 (CA),
ANDA INC,WALGREENS #6321 (HI),
MCKESSON CORPORATION,MEDICO PHARMACY #4957 (HI),
MIAMI-LUKEN INC,MAIN STREET PHARMACY #3283 (NV),
BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #6507 (NC),
BURLINGTON DRUG COMPANY INC,PEOPLES PHARMACY #4185 (KS),
SMITH DRUG COMPANY,CORNER DRUG STORE #3431 (WY),
SMITH DRUG COMPANY,GOOD NEIGHBOR PHARMACY #5650 (PA),
MCKESSON CORPORATION,FAMILY CARE PHARMACY #5952 (MI),
CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #5077 (VA),
GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #1528 (VA),
AMERISOURCEBERGEN DRUG CORP,WALGREENS #5306 (TN),
KINRAY LLC,PEOPLES PHARMACY #2912 (WV),
MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #1839 (PA),
AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #1901 (CA),
MIAMI-LUKEN INC,WALGREENS #7900 (VA),
PRESCRIPTION SUPPLY INC,MAIN STREET PHARMACY #3283 (NV),
DIRECT RX,FAMILY CARE PHARMACY #3203 (KY),
CARDINAL HEALTH INC,QUALITY CARE PHARMACY #4445 (LA),
PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #6823 (NY),
KINRAY LLC,HOMETOWN PHARMACY #4970 (CA),
MIAMI-LUKEN INC,WALMART PHARMACY #2083 (MI),
MIAMI-LUKEN INC,WALMART PHARMACY #1108 (WV),
PRESCRIPTION SUPPLY INC,HARRIS TEETER PHARMACY #6758 (NC),
HENRY SCHEIN INC,MEDICO PHARMACY #8845 (SD),
CARDINAL HEALTH INC,KROGER PHARMACY #9538 (NE),
MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #3657 (CO),
BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #4482 (NJ),
ANDA INC,KROGER PHARMACY #9652 (OH),
AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #6007 (WV),
KEYSOURCE MEDICAL INC,GOOD NEIGHBOR PHARMACY #6272 (NC),
HD SMITH WHOLESALE DRUG CO,CVS PHARMACY #6838 (TN),
MIAMI-LUKEN INC,FAMILY CARE PHARMACY #5152 (MI),
BELLCO DRUG CORP,WALGREENS #7900 (VA),
MIAMI-LUKEN INC,WALMART PHARMACY #4015 (SC),
PRESCRIPTION SUPPLY INC,RITE AID #6549 (IN),
HENRY SCHEIN INC,CVS PHARMACY #9326 (KY),
MIAMI-LUKEN INC,WALMART PHARMACY #4214 (AR),
MCKESSON CORPORATION,HEALTH MART PHARMACY #7378 (OH),
PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #2539 (MI),
ANDA INC,KROGER PHARMACY #9284 (VA),
AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #9954 (NY),
MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #1397 (OH),
PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #2130 (MS),
HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #1707 (KY),
CARDINAL HEALTH INC,RITE AID #1901 (TN),
BURLINGTON DRUG COMPANY INC,RITE AID #5067 (NM),
KINRAY LLC,HARRIS TEETER PHARMACY #3473 (WV),
MIAMI-LUKEN INC,HOMETOWN PHARMACY #6092 (RI),
VALUEDRUGCO,COMMUNITY PHARMACY #3138 (NJ),
HENRY SCHEIN INC,WINN-DIXIE PHARMACY #7007 (HI),
PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #4375 (OH),
KINRAY LLC,MAIN STREET PHARMACY #6973 (LA),
KEYSOURCE MEDICAL INC,KROGER PHARMACY #6480 (MD),
GULF COAST MEDICAL SUPPLY,WALMART PHARMACY #8666 (MS),
KINRAY LLC,VILLAGE PHARMACY #5786 (ME),
HENRY SCHEIN INC,PEOPLES PHARMACY #9692 (CO),
CARDINAL HEALTH INC,WALMART PHARMACY #4290 (NM),
HD SMITH WHOLESALE DRUG CO,CVS PHARMACY #6755 (TN),
GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #4754 (ME),
HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #3071 (KY),
PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #3387 (KS),
VALUEDRUGCO,CORNER DRUG STORE #2273 (LA),
BURLINGTON DRUG COMPANY INC,CVS PHARMACY #9326 (KY),
AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #3387 (KS),
SMITH DRUG COMPANY,PEOPLES PHARMACY #5108 (MI),
PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #2028 (TN),
PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #3411 (VT),
GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #7935 (KY),
BURLINGTON DRUG COMPANY INC,PUBLIX PHARMACY #5267 (KS),
KINRAY LLC,COMMUNITY PHARMACY #7046 (MI),
KINRAY LLC,MEDICO PHARMACY #9698 (PA),
HD SMITH WHOLESALE DRUG CO,CORNER DRUG STORE #2997 (IN),
GULF COAST MEDICAL SUPPLY,WINN-DIXIE PHARMACY #5889 (PA),
NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #9094 (PA),
MIAMI-LUKEN INC,HOMETOWN PHARMACY #2097 (OH),
MCKESSON CORPORATION,MAIN STREET PHARMACY #4612 (MS),
MIAMI-LUKEN INC,WALGREENS #6014 (MI),
GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #2294 (TN),
PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #7506 (IN),
DIRECT RX,VILLAGE PHARMACY #2199 (KS),
CARDINAL HEALTH INC,QUALITY CARE PHARMACY #3729 (OH),
MIAMI-LUKEN INC,CORNER DRUG STORE #4406 (KY),
MORRIS & DICKSON CO LLC,FAMILY CARE PHARMACY #6977 (NC),
HENRY SCHEIN INC,CVS PHARMACY #7287 (MI),
PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #5658 (KS),
KEYSOURCE MEDICAL INC,MEDICO PHARMACY #5268 (VT),
BELLCO DRUG CORP,HARRIS TEETER PHARMACY #7528 (IN),
HENRY SCHEIN INC,FAMILY CARE PHARMACY #7659 (ME),
PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #9777 (WI),
SMITH DRUG COMPANY,CORNER DRUG STORE #5842 (PA),
BURLINGTON DRUG COMPANY INC,WALGREENS #9222 (OR),
VALUEDRUGCO,HOMETOWN PHARMACY #6982 (NM),
PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #3071 (KY),
BELLCO DRUG CORP,PEOPLES PHARMACY #8932 (PA),
KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #6542 (PA),
NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #7158 (OH),
AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #2887 (NY),
DAKOTA DRUG INC,MAIN STREET PHARMACY #7935 (KY),
DAKOTA DRUG INC,KROGER PHARMACY #6683 (OH),
MORRIS & DICKSON CO LLC,PUBLIX PHARMACY #9833 (MI),
MIAMI-LUKEN INC,MAIN STREET PHARMACY #2347 (OK),
PRESCRIPTION SUPPLY INC,WALGREENS #9345 (FL),
VALUEDRUGCO,HEALTH MART PHARMACY #7444 (AK),
HENRY SCHEIN INC,HARRIS TEETER PHARMACY #6758 (NC),
DAKOTA DRUG INC,PEOPLES PHARMACY #6594 (KY),
CARDINAL HEALTH INC,SUNRISE PHARMACY #8868 (TX),
AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #8090 (LA),
ANDA INC,RITE AID #3474 (IL),
BELLCO DRUG CORP,WALMART PHARMACY #2370 (MA),
PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #2660 (NC),
BELLCO DRUG CORP,WINN-DIXIE PHARMACY #7920 (WA),
SMITH DRUG COMPANY,HOMETOWN PHARMACY #8919 (KY),
MORRIS & DICKSON CO LLC,CVS PHARMACY #7762 (OK),
NATIONAL WHOLESALE DRUG CO INC,QUALITY CARE PHARMACY #4665 (OH),
HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #7647 (MI),
DAKOTA DRUG INC,FAMILY CARE PHARMACY #5370 (RI),
HD SMITH WHOLESALE DRUG CO,KROGER PHARMACY #7669 (MO),
KEYSOURCE MEDICAL INC,MEDICO PHARMACY #8971 (LA),
MORRIS & DICKSON CO LLC,KROGER PHARMACY #6620 (WA),
BELLCO DRUG CORP,QUALITY CARE PHARMACY #4887 (UT),
BELLCO DRUG CORP,CVS PHARMACY #2485 (OH),
SMITH DRUG COMPANY,QUALITY CARE PHARMACY #9387 (IA),
PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #7647 (MI),
MIAMI-LUKEN INC,CVS PHARMACY #5523 (NC),
CARDINAL HEALTH INC,WALGREENS #5846 (PA),
BURLINGTON DRUG COMPANY INC,MAIN STREET PHARMACY #6319 (OH),
BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #7669 (MO),
BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #1779 (CO),
SMITH DRUG COMPANY,KROGER PHARMACY #4811 (WI),
VALUEDRUGCO,MAIN STREET PHARMACY #2208 (PA),
KINRAY LLC,HEALTH MART PHARMACY #5158 (AL),
