manufacturer,disrupted_node,retailer,retailer_state,severity,no_listed_backup,action,entity,route,entity_risk,entity_capacity,entity_state_share,plan_score,activation_days,est_recovery_days,baseline_days_no_graph,days_saved_vs_no_graph
IMPAX LABORATORIES INC,DAKOTA DRUG INC,CVS PHARMACY #8273 (OR),OR,2,False,T1_REROUTE_EXISTING,KINRAY LLC,IMPAX LABORATORIES INC -> KINRAY LLC -> CVS PHARMACY #8273 (OR),0.8683,0.1632,0.0175,0.0939,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,MIAMI-LUKEN INC,PEOPLES PHARMACY #6398 (AR),AR,2,False,T1_REROUTE_EXISTING,DIRECT RX,ABBOTT LABORATORIES -> DIRECT RX -> PEOPLES PHARMACY #6398 (AR),0.8585,0.1504,0.0216,0.0958,1.5,49.5,67.9,0.0
VINTAGE PHARMACEUTICALS LLC,CARDINAL HEALTH INC,PEOPLES PHARMACY #1524 (OK),OK,2,False,T1_REROUTE_EXISTING,DIRECT RX,VINTAGE PHARMACEUTICALS LLC -> DIRECT RX -> PEOPLES PHARMACY #1524 (OK),0.8585,0.1504,0.016,0.0935,1.5,49.5,67.9,0.0
VINTAGE PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #3574 (OR),OR,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,VINTAGE PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> WINN-DIXIE PHARMACY #3574 (OR),0.9815,1.0,0.0034,0.2578,1.5,49.5,67.9,0.0
QUALITEST PHARMACEUTICALS,ANDA INC,COMMUNITY PHARMACY #9849 (AK),AK,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,QUALITEST PHARMACEUTICALS -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #9849 (AK),0.9815,1.0,0.0026,0.2575,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,KEYSOURCE MEDICAL INC,VILLAGE PHARMACY #2291 (AK),AK,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #2291 (AK),0.9815,1.0,0.0026,0.2575,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #4828 (HI),HI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> WINN-DIXIE PHARMACY #4828 (HI),0.9815,1.0,0.0022,0.2573,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,MCKESSON CORPORATION,PUBLIX PHARMACY #2769 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #2769 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,DIRECT RX,FAMILY CARE PHARMACY #1847 (OH),OH,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> FAMILY CARE PHARMACY #1847 (OH),0.9815,1.0,0.0308,0.2688,1.5,49.5,67.9,0.0
RHODES TECHNOLOGIES,HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #8902 (TN),TN,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #8902 (TN),0.9815,1.0,0.0288,0.268,1.5,74.3,102.0,0.0
HIKMA PHARMACEUTICALS,SMITH DRUG COMPANY,WALMART PHARMACY #9312 (PA),PA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> WALMART PHARMACY #9312 (PA),0.9815,1.0,0.0219,0.2652,1.5,74.3,102.0,0.0
ENDO PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #1108 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #1108 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,KINRAY LLC,GOOD NEIGHBOR PHARMACY #6839 (WI),WI,3,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,ENDO PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> GOOD NEIGHBOR PHARMACY #6839 (WI),0.8652,0.1959,0.0024,0.0971,1.5,74.3,102.0,0.0
MYLAN PHARMACEUTICALS INC,ANDA INC,WALMART PHARMACY #8931 (VA),VA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #8931 (VA),0.9815,1.0,0.0162,0.2629,1.5,74.3,102.0,0.0
ACTAVIS PHARMA INC,KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #4119 (IL),IL,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,ACTAVIS PHARMA INC -> CARDINAL HEALTH INC -> QUALITY CARE PHARMACY #4119 (IL),0.8652,0.1959,0.012,0.1009,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #1912 (OH),OH,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> WINN-DIXIE PHARMACY #1912 (OH),0.9815,1.0,0.0308,0.2688,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,CARDINAL HEALTH INC,HOMETOWN PHARMACY #8574 (OR),OR,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8574 (OR),0.9815,1.0,0.0034,0.2578,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,QUALITY CARE PHARMACY #4985 (TN),TN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #4985 (TN),0.9815,1.0,0.0288,0.268,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,ANDA INC,FAMILY CARE PHARMACY #5200 (UT),UT,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> FAMILY CARE PHARMACY #5200 (UT),0.9815,1.0,0.0026,0.2575,1.5,49.5,67.9,0.0
RHODES TECHNOLOGIES,AMERISOURCEBERGEN DRUG CORP,CVS PHARMACY #5473 (MI),MI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> CVS PHARMACY #5473 (MI),0.9815,1.0,0.0252,0.2666,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,VILLAGE PHARMACY #4526 (UT),UT,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #4526 (UT),0.9815,1.0,0.0026,0.2575,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,CARDINAL HEALTH INC,QUALITY CARE PHARMACY #6847 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #6847 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,MCKESSON CORPORATION,HOMETOWN PHARMACY #8558 (MA),MA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8558 (MA),0.9815,1.0,0.0022,0.2574,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,VALUEDRUGCO,CORNER DRUG STORE #3604 (VA),VA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> CORNER DRUG STORE #3604 (VA),0.9815,1.0,0.0162,0.2629,1.5,49.5,67.9,0.0
PURDUE PHARMA LP,BELLCO DRUG CORP,COMMUNITY PHARMACY #6047 (VA),VA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PURDUE PHARMA LP -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #6047 (VA),0.9815,1.0,0.0162,0.2629,1.5,49.5,67.9,0.0
SANDOZ INC,PRESCRIPTION SUPPLY INC,CVS PHARMACY #4109 (IN),IN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> CVS PHARMACY #4109 (IN),0.9815,1.0,0.0312,0.269,1.5,49.5,67.9,0.0
PURDUE PHARMA LP,DIRECT RX,COMMUNITY PHARMACY #3782 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PURDUE PHARMA LP -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #3782 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
HIKMA PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,CVS PHARMACY #4509 (LA),LA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> CVS PHARMACY #4509 (LA),0.9815,1.0,0.0497,0.2764,1.5,49.5,67.9,0.0
ACTAVIS PHARMA INC,BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #3558 (DE),DE,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #3558 (DE),0.9815,1.0,0.0066,0.2591,1.5,74.3,102.0,0.0
IMPAX LABORATORIES INC,CARDINAL HEALTH INC,KROGER PHARMACY #6996 (NM),NM,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> KROGER PHARMACY #6996 (NM),0.9815,1.0,0.0023,0.2574,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #4087 (DE),DE,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #4087 (DE),0.9815,1.0,0.0066,0.2591,1.5,74.3,102.0,0.0
SUN PHARMA GLOBAL INC,DIRECT RX,SUNRISE PHARMACY #8999 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #8999 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,KINRAY LLC,MEDICO PHARMACY #2927 (MI),MI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #2927 (MI),0.9815,1.0,0.0252,0.2666,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,VALUEDRUGCO,PEOPLES PHARMACY #6284 (NH),NH,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #6284 (NH),0.9815,1.0,0.0032,0.2577,1.5,74.3,102.0,0.0
JANSSEN PHARMACEUTICALS INC,HENRY SCHEIN INC,QUALITY CARE PHARMACY #8199 (WV),WV,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #8199 (WV),0.9815,1.0,0.5743,0.4862,1.5,74.3,102.0,0.0
ENDO PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,SUNRISE PHARMACY #2009 (VA),VA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #2009 (VA),0.9815,1.0,0.0162,0.2629,1.5,49.5,67.9,0.0
QUALITEST PHARMACEUTICALS,CARDINAL HEALTH INC,QUALITY CARE PHARMACY #3905 (TN),TN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,QUALITEST PHARMACEUTICALS -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #3905 (TN),0.9815,1.0,0.0288,0.268,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,KINRAY LLC,HEALTH MART PHARMACY #5181 (MI),MI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> HEALTH MART PHARMACY #5181 (MI),0.9815,1.0,0.0252,0.2666,1.5,49.5,67.9,0.0
PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #2073 (WI),WI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PURDUE PHARMA LP -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #2073 (WI),0.9815,1.0,0.0014,0.257,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #3997 (AL),AL,3,False,T1_REROUTE_EXISTING,KINRAY LLC,IMPAX LABORATORIES INC -> KINRAY LLC -> VILLAGE PHARMACY #3997 (AL),0.8683,0.1632,0.0315,0.0995,1.5,74.3,102.0,0.0
IMPAX LABORATORIES INC,BURLINGTON DRUG COMPANY INC,PUBLIX PHARMACY #5267 (KS),KS,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #5267 (KS),0.9815,1.0,0.0031,0.2577,1.5,74.3,102.0,0.0
ACTAVIS PHARMA INC,HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #6129 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6129 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
VINTAGE PHARMACEUTICALS LLC,CARDINAL HEALTH INC,FAMILY CARE PHARMACY #2655 (IL),IL,2,False,T1_REROUTE_EXISTING,ANDA INC,VINTAGE PHARMACEUTICALS LLC -> ANDA INC -> FAMILY CARE PHARMACY #2655 (IL),0.8679,0.1459,0.0397,0.0986,1.5,49.5,67.9,0.0
RHODES TECHNOLOGIES,PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #6489 (NJ),NJ,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #6489 (NJ),0.9815,1.0,0.0028,0.2576,1.5,49.5,67.9,0.0
QUALITEST PHARMACEUTICALS,KINRAY LLC,SUNRISE PHARMACY #9599 (CT),CT,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,QUALITEST PHARMACEUTICALS -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #9599 (CT),0.9815,1.0,0.0017,0.2572,1.5,49.5,67.9,0.0
WATSON LABORATORIES INC,DIRECT RX,RITE AID #8791 (VA),VA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> RITE AID #8791 (VA),0.9815,1.0,0.0162,0.2629,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,HENRY SCHEIN INC,MAIN STREET PHARMACY #4930 (VA),VA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #4930 (VA),0.9815,1.0,0.0162,0.2629,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #2844 (IL),IL,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,JANSSEN PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> WINN-DIXIE PHARMACY #2844 (IL),0.8652,0.1959,0.012,0.1009,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,HENRY SCHEIN INC,HOMETOWN PHARMACY #4042 (MN),MN,2,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,CADISTA PHARMACEUTICALS INC -> MCKESSON CORPORATION -> HOMETOWN PHARMACY #4042 (MN),0.8788,0.1815,0.0275,0.0988,1.5,49.5,67.9,0.0
QUALITEST PHARMACEUTICALS,DAKOTA DRUG INC,WINN-DIXIE PHARMACY #1509 (PA),PA,2,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,QUALITEST PHARMACEUTICALS -> MCKESSON CORPORATION -> WINN-DIXIE PHARMACY #1509 (PA),0.8788,0.1815,0.0763,0.1183,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,DAKOTA DRUG INC,WALGREENS #2651 (GA),GA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> WALGREENS #2651 (GA),0.9815,1.0,0.0042,0.2581,1.5,49.5,67.9,0.0
SANDOZ INC,HENRY SCHEIN INC,COMMUNITY PHARMACY #1898 (TN),TN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #1898 (TN),0.9815,1.0,0.0288,0.268,1.5,49.5,67.9,0.0
SANDOZ INC,CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #2904 (CT),CT,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #2904 (CT),0.9815,1.0,0.0017,0.2572,1.5,49.5,67.9,0.0
PURDUE PHARMA LP,ANDA INC,WINN-DIXIE PHARMACY #4833 (LA),LA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PURDUE PHARMA LP -> MIAMI-LUKEN INC -> WINN-DIXIE PHARMACY #4833 (LA),0.9815,1.0,0.0497,0.2764,1.5,49.5,67.9,0.0
WATSON LABORATORIES INC,AMERISOURCEBERGEN DRUG CORP,HOMETOWN PHARMACY #9630 (AL),AL,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,WATSON LABORATORIES INC -> CARDINAL HEALTH INC -> HOMETOWN PHARMACY #9630 (AL),0.8652,0.1959,0.0054,0.0983,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,CARDINAL HEALTH INC,VILLAGE PHARMACY #1845 (LA),LA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #1845 (LA),0.9815,1.0,0.0497,0.2764,1.5,49.5,67.9,0.0
RHODES TECHNOLOGIES,VALUEDRUGCO,SUNRISE PHARMACY #5334 (AL),AL,2,False,T1_REROUTE_EXISTING,KINRAY LLC,RHODES TECHNOLOGIES -> KINRAY LLC -> SUNRISE PHARMACY #5334 (AL),0.8683,0.1632,0.0315,0.0995,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,CADISTA PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
ABBOTT LABORATORIES,DAKOTA DRUG INC,COMMUNITY PHARMACY #7816 (UT),UT,2,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,ABBOTT LABORATORIES -> MCKESSON CORPORATION -> COMMUNITY PHARMACY #7816 (UT),0.8788,0.1815,0.0134,0.0932,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #5883 (VA),VA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #5883 (VA),0.9815,1.0,0.0162,0.2629,1.5,74.3,102.0,0.0
SANDOZ INC,MCKESSON CORPORATION,SUNRISE PHARMACY #7702 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #7702 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #7171 (MA),MA,3,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,AMNEAL PHARMACEUTICALS LLC -> MCKESSON CORPORATION -> GOOD NEIGHBOR PHARMACY #7171 (MA),0.8788,0.1815,0.0156,0.094,1.5,74.3,102.0,0.0
SANDOZ INC,PENN PHARMACEUTICAL SERVICES INC,SUNRISE PHARMACY #7702 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #7702 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,AMERISOURCEBERGEN DRUG CORP,CVS PHARMACY #6803 (KY),KY,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> CVS PHARMACY #6803 (KY),0.9815,1.0,0.0243,0.2662,1.5,74.3,102.0,0.0
SUN PHARMA GLOBAL INC,GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #4451 (TX),TX,2,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,SUN PHARMA GLOBAL INC -> DAKOTA DRUG INC -> MAIN STREET PHARMACY #4451 (TX),0.8719,0.1818,0.0064,0.0929,1.5,49.5,67.9,0.0
WATSON LABORATORIES INC,KINRAY LLC,MEDICO PHARMACY #9307 (VA),VA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #9307 (VA),0.9815,1.0,0.0162,0.2629,1.5,49.5,67.9,0.0
VINTAGE PHARMACEUTICALS LLC,HENRY SCHEIN INC,KROGER PHARMACY #9142 (OH),OH,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,VINTAGE PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> KROGER PHARMACY #9142 (OH),0.9815,1.0,0.0308,0.2688,1.5,49.5,67.9,0.0
SANDOZ INC,KINRAY LLC,MAIN STREET PHARMACY #4930 (VA),VA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #4930 (VA),0.9815,1.0,0.0162,0.2629,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,VALUEDRUGCO,WALGREENS #7869 (VT),VT,4,True,T1_REROUTE_EXISTING,DAKOTA DRUG INC,IMPAX LABORATORIES INC -> DAKOTA DRUG INC -> WALGREENS #7869 (VT),0.8719,0.1818,0.0172,0.0972,1.5,99.4,132.0,32.6
HIKMA PHARMACEUTICALS,HENRY SCHEIN INC,PEOPLES PHARMACY #9606 (WI),WI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #9606 (WI),0.9815,1.0,0.0014,0.257,1.5,49.5,67.9,0.0
SANDOZ INC,BELLCO DRUG CORP,CORNER DRUG STORE #3385 (IN),IN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> CORNER DRUG STORE #3385 (IN),0.9815,1.0,0.0312,0.269,1.5,49.5,67.9,0.0
HIKMA PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #8707 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8707 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,HD SMITH WHOLESALE DRUG CO,KROGER PHARMACY #4300 (VA),VA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> KROGER PHARMACY #4300 (VA),0.9815,1.0,0.0162,0.2629,1.5,74.3,102.0,0.0
MYLAN PHARMACEUTICALS INC,DIRECT RX,WINN-DIXIE PHARMACY #8389 (RI),RI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WINN-DIXIE PHARMACY #8389 (RI),0.9815,1.0,0.0019,0.2572,1.5,49.5,67.9,0.0
SANDOZ INC,MCKESSON CORPORATION,SUNRISE PHARMACY #6637 (LA),LA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #6637 (LA),0.9815,1.0,0.0497,0.2764,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #9341 (ND),ND,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> WINN-DIXIE PHARMACY #9341 (ND),0.9815,1.0,0.0037,0.2579,1.5,74.3,102.0,0.0
VINTAGE PHARMACEUTICALS LLC,SMITH DRUG COMPANY,QUALITY CARE PHARMACY #3035 (NY),NY,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,VINTAGE PHARMACEUTICALS LLC -> CARDINAL HEALTH INC -> QUALITY CARE PHARMACY #3035 (NY),0.8652,0.1959,0.0032,0.0974,1.5,49.5,67.9,0.0
RHODES TECHNOLOGIES,KINRAY LLC,MEDICO PHARMACY #5822 (TN),TN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> MEDICO PHARMACY #5822 (TN),0.9815,1.0,0.0288,0.268,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,VALUEDRUGCO,PEOPLES PHARMACY #5942 (WI),WI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #5942 (WI),0.9815,1.0,0.0014,0.257,1.5,49.5,67.9,0.0
SANDOZ INC,BELLCO DRUG CORP,CORNER DRUG STORE #1213 (TN),TN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> CORNER DRUG STORE #1213 (TN),0.9815,1.0,0.0288,0.268,1.5,49.5,67.9,0.0
